NAME,club_name,league_name,x,value_eur,RATIING,potential,wage_eur,age,dob,height_cm,weight_kg,club_position
S. Birnbaum,D.C. United,USA Major League Soccer,,1500000,71,71,5000,30,1991-01-23,185,82,SUB
L. Kappel,Altay SK,Turkish Süper Lig,,1600000,71,71,10000,31,1989-11-14,183,73,RW
Fernando Karanga,Henan Songshan Longmen FC,Chinese Super League,,1800000,71,71,11000,30,1991-04-14,191,77,LS
Son Jun Ho,Shandong Taishan,Chinese Super League,,1600000,71,71,12000,29,1992-05-12,180,73,RCM
P. Žulj,İstanbul Başakşehir FK,Turkish Süper Lig,,1900000,71,71,23000,28,1993-06-09,185,80,SUB
P. Roberts,ESTAC Troyes,French Ligue 1,,2800000,71,76,51000,24,1997-02-05,170,66,RES
Y. Cabral,Atlético Tucumán,Argentina Primera División,,1700000,71,72,8000,29,1992-05-10,188,84,LCB
C. Dessers,Feyenoord,Holland Eredivisie,,2400000,71,73,12000,26,1994-12-08,184,83,SUB
A. Ajeti,Celtic,Scottish Premiership,,2900000,71,76,29000,24,1997-02-26,183,78,SUB
F. Viáfara,Junior FC,Colombian Liga Postobón,,1600000,71,71,2000,29,1992-03-16,167,65,RB
Ivi López,Raków Częstochowa,Polish T-Mobile Ekstraklasa,,2200000,71,72,7000,27,1994-06-29,174,70,RF
Iván Villar,CD Leganés,Spanish Segunda División,,3200000,71,78,9000,23,1997-07-09,189,76,SUB
M. Manotas,Club Tijuana,Mexican Liga MX,,2500000,71,74,15000,25,1995-07-15,178,69,RS
Y. Asad,D.C. United,USA Major League Soccer,,2000000,71,71,6000,26,1994-07-27,178,82,LW
J. Hergault,FC Lorient,French Ligue 1,,575000,71,71,8000,35,1986-04-05,185,80,SUB
M. Morishige,FC Tokyo,Japanese J. League Division 1,,600000,71,71,7000,34,1987-05-21,183,79,LCB
U. Garcia,BSC Young Boys,Swiss Super League,,2400000,71,75,10000,25,1996-01-11,183,82,SUB
O. Çağlayan,Galatasaray SK,Turkish Süper Lig,,2400000,71,73,30000,25,1996-03-22,188,78,SUB
A. Witry,AZ Alkmaar,Holland Eredivisie,,2600000,71,76,7000,25,1996-03-10,178,76,RB
Samu,FC Vizela,Portuguese Liga ZON SAGRES,,2500000,71,74,4000,25,1996-04-21,173,70,CM
B. Zech,Pogoń Szczecin,Polish T-Mobile Ekstraklasa,,1500000,71,71,6000,30,1990-11-03,186,73,LCB
R. Mirzov,Spartak Moskva,Russian Premier League,,1900000,71,71,32000,28,1993-06-22,179,75,SUB
A. Pešić,Fatih Karagümrük S.K.,Turkish Süper Lig,,1900000,71,71,11000,29,1992-05-21,190,87,ST
E. Cecchini,Gimnasia y Esgrima La Plata,Argentina Primera División,,3500000,71,78,9000,24,1996-12-24,180,77,SUB
I. Chebake,APOEL Nicosia FC,Cypriot First Division,,1400000,71,71,800,31,1989-10-12,176,73,RB
E. Goldaniga,U.S. Sassuolo Calcio,Italian Serie A,,1900000,71,72,18000,27,1993-11-02,193,82,SUB
O. Rivero,Unión La Calera,Chilian Campeonato Nacional,,1900000,71,71,3000,29,1992-01-24,185,83,SUB
R. Bauer,Sint-Truidense VV,Belgian Jupiler Pro League,,2300000,71,74,9000,26,1995-04-09,183,79,RES
S. Lovrič,FC Lugano,Swiss Super League,,4100000,71,80,7000,23,1998-03-28,180,75,RCM
A. Gruber,LASK Linz,Austrian Football Bundesliga,,2400000,71,73,19000,26,1995-06-29,174,70,RES
L. Ramos,Club Bolívar,Liga de Fútbol Profesional Boliviano,,1600000,71,71,950,31,1989-08-21,185,84,ST
M. Schwäbe,1. FC Köln,German 1. Bundesliga,,2000000,71,75,13000,26,1995-04-25,188,83,SUB
Jesús Imaz,Jagiellonia Białystok,Polish T-Mobile Ekstraklasa,,1800000,71,71,8000,30,1990-09-26,179,70,RF
Y. Barbet,Queens Park Rangers,English League Championship,,1800000,71,72,12000,28,1993-05-10,187,81,LCB
K. Hafez,Yeni Malatyaspor,Turkish Süper Lig,,2600000,71,76,9000,25,1996-03-12,175,73,LM
D. Luckassen,Fatih Karagümrük S.K.,Turkish Süper Lig,,2100000,71,73,10000,25,1995-07-03,186,78,LCB
J. Cabrera,Argentinos Juniors,Argentina Primera División,,1800000,71,71,10000,29,1992-03-18,169,64,RWB
M. Bani,Genoa,Italian Serie A,,1900000,71,72,10000,27,1993-12-10,188,81,RES
J. Pollersbeck,Olympique Lyonnais,French Ligue 1,,2000000,71,75,25000,26,1994-08-16,195,87,SUB
B. Kamara,RC Strasbourg Alsace,French Ligue 1,,2300000,71,76,9000,24,1996-10-21,196,92,SUB
V. Salazar,Club Olimpia,Paraguayan Primera División,,1700000,71,71,850,28,1993-05-26,175,67,SUB
Jairo,Girona FC,Spanish Segunda División,,2000000,71,71,8000,27,1993-10-22,165,64,SUB
A. Pellegrino,FK Bodø/Glimt,Norwegian Eliteserien,,1600000,71,71,5000,31,1990-06-18,190,68,LW
M. Al Kuwaykibi,Ettifaq FC,Saudi Abdul L. Jameel League,,2200000,71,72,19000,26,1994-12-02,169,64,RM
N. Fernández,San Lorenzo de Almagro,Argentina Primera División,,2800000,71,76,10000,25,1996-02-08,165,66,LW
K. Nisbet,Hibernian,Scottish Premiership,,2700000,71,75,6000,24,1997-03-08,180,77,ST
A. Ibargüen,Santos Laguna,Mexican Liga MX,,1800000,71,71,15000,29,1992-05-07,168,63,SUB
T. Valls,Servette FC,Swiss Super League,,2600000,71,75,12000,25,1995-12-18,178,71,RCM
L. León,Barcelona Sporting Club,Ecuadorian Serie A,,1600000,71,71,800,28,1993-04-11,183,69,RCB
M. Pineida,Barcelona Sporting Club,Ecuadorian Serie A,,1700000,71,71,800,28,1992-07-06,170,83,LB
A. Bobichon,Angers SCO,French Ligue 1,,2200000,71,72,14000,25,1995-09-14,178,75,SUB
P. Stojanović,Empoli,Italian Serie A,,2400000,71,75,550,25,1995-10-07,178,72,RB
M. Bakakis,AEK Athens,Greek Super League,,1600000,71,71,800,30,1991-03-18,175,67,SUB
F. Miguel,SD Huesca,Spanish Segunda División,,2400000,71,75,7000,24,1996-09-01,179,70,SUB
G. Ávalos,Argentinos Juniors,Argentina Primera División,,1800000,71,71,10000,30,1990-10-12,189,88,SUB
K. Dowell,Norwich City,English Premier League,,2800000,71,76,19000,23,1997-10-10,185,70,SUB
Sergio Santos,Philadelphia Union,USA Major League Soccer,,2200000,71,72,6000,26,1994-09-04,180,77,LS
S. Papagiannopoulos,AIK,Swedish Allsvenskan,,1500000,71,71,6000,30,1990-09-05,190,88,LCB
P. Diop,Olympique Lyonnais,French Ligue 1,,2600000,71,76,26000,23,1997-08-08,180,68,SUB
F. Soldano,CF Fuenlabrada,Spanish Segunda División,,2200000,71,72,1000,26,1994-09-14,180,76,SUB
A. Batalla,San Lorenzo de Almagro,Argentina Primera División,,2200000,71,76,7000,25,1996-04-30,185,87,SUB
M. Fraisl,FC Schalke 04,German 2. Bundesliga,,1600000,71,73,7000,28,1993-05-10,187,79,SUB
L. Haraslín,U.S. Sassuolo Calcio,Italian Serie A,,2500000,71,74,19000,25,1996-05-26,182,75,SUB
S. Adegbenro,IFK Norrköping,Swedish Allsvenskan,,2300000,71,72,6000,25,1995-12-03,178,75,LW
K. Mrabti,KV Mechelen,Belgian Jupiler Pro League,,2200000,71,72,11000,27,1994-05-20,175,75,LM
Samuel Portugal,Portimonense SC,Portuguese Liga ZON SAGRES,,2000000,71,75,5000,27,1994-03-29,188,80,GK
K. Paal,PEC Zwolle,Holland Eredivisie,,2800000,71,77,6000,24,1997-06-24,174,70,LB
C. Gonzáles,Club Sporting Cristal,Peruvian Primera División,,1900000,71,71,800,28,1992-10-12,177,70,LCM
A. Rinomhota,Reading,English League Championship,,2600000,71,76,14000,24,1997-04-21,175,72,SUB
A. Hanche-Olsen,KAA Gent,Belgian Jupiler Pro League,,2600000,71,76,11000,24,1997-01-17,185,82,RCB
Francisco Geraldes,Estoril Praia,Portuguese Liga ZON SAGRES,,2400000,71,74,6000,26,1995-04-18,175,68,SUB
E. Remedi,San Jose Earthquakes,USA Major League Soccer,,2200000,71,74,5000,26,1995-06-04,169,77,RDM
M. Tirpan,Fortuna Sittard,Holland Eredivisie,,2000000,71,72,8000,27,1993-10-23,177,74,RB
K. N'Doram,FC Metz,French Ligue 1,,2500000,71,76,11000,25,1996-01-22,185,77,RES
H. Faik,Al Faisaly,Saudi Abdul L. Jameel League,,1800000,71,71,11000,29,1992-03-19,190,82,RCM
Dalbert,Cagliari,Italian Serie A,,2000000,71,71,47000,27,1993-09-08,181,70,LM
P. Hatzidiakos,AZ Alkmaar,Holland Eredivisie,,2700000,71,77,6000,24,1997-01-18,181,74,SUB
B. van den Boomen,Toulouse Football Club,French Ligue 2,,2500000,71,74,5000,25,1995-07-21,190,83,CM
K. Bua,FC Sion,Swiss Super League,,2000000,71,71,16000,27,1993-08-11,180,77,LM
Thiago Santana,Shimizu S-Pulse,Japanese J. League Division 1,,1900000,71,71,4000,28,1993-02-04,184,79,LS
J. Cádiz,Nashville SC,USA Major League Soccer,,2500000,71,74,9000,25,1995-07-29,191,85,LS
Unai Bilbao,Club Atlético de San Luis,Mexican Liga MX,,2100000,71,74,10000,27,1994-02-04,192,87,LCB
Marco Baixinho,FC Paços de Ferreira,Portuguese Liga ZON SAGRES,,1300000,71,71,7000,31,1989-07-11,186,80,LCB
T. Cardona,Defensa y Justicia,Argentina Primera División,,2500000,71,76,9000,25,1995-10-10,185,77,SUB
J. Van Cleemput,Royal Charleroi S.C.,Belgian Jupiler Pro League,,2600000,71,76,8000,24,1997-04-11,183,73,RWB
Gerard Valentín,CD Lugo,Spanish Segunda División,,2000000,71,71,6000,27,1993-07-28,177,75,RM
Moon Seon Min,Jeonbuk Hyundai Motors,Korean K League 1,,1800000,71,71,8000,29,1992-06-09,172,68,RW
J. Duverne,Stade Brestois 29,French Ligue 1,,2600000,71,76,10000,23,1997-07-12,184,71,SUB
Eduardo Henrique,Al Raed,Saudi Abdul L. Jameel League,,2400000,71,74,9000,26,1995-05-17,186,76,LCM
H. Souttar,Stoke City,English League Championship,,3900000,71,79,14000,22,1998-10-22,200,79,CB
V. Nsimba,Clermont Foot 63,French Ligue 1,,1800000,71,71,11000,27,1993-07-08,167,67,LB
Vanderlei Cõembra,Cuiabá,Campeonato Brasileiro Série A,,2000000,71,71,7000,21,2000-02-29,166,64,RB
Alex das Freitas,Associação Chapecoense de Futebol,Campeonato Brasileiro Série A,,2000000,71,71,7000,21,2000-02-29,172,76,LCM
Antonaldo Vaz,Palmeiras,Campeonato Brasileiro Série A,,2000000,71,71,15000,21,2000-02-29,174,71,SUB
Clayton Fildeiras,Associação Chapecoense de Futebol,Campeonato Brasileiro Série A,,2100000,71,71,11000,25,1996-02-29,172,69,RM
Carleto Costinha,Fluminense,Campeonato Brasileiro Série A,,1800000,71,71,16000,29,1992-02-29,175,69,RM
Mauro Riboas,RB Bragantino,Campeonato Brasileiro Série A,,1800000,71,71,12000,29,1992-02-29,176,75,LCM
Thiago Alminxa,RB Bragantino,Campeonato Brasileiro Série A,,1900000,71,71,13000,29,1992-02-29,182,71,RW
Walter Silvieiro,Atlético Clube Goianiense,Campeonato Brasileiro Série A,,1900000,71,71,11000,29,1992-02-29,179,70,ST
Josué da Feira,Juventude,Campeonato Brasileiro Série A,,1900000,71,71,17000,29,1992-02-29,177,71,RS
Ailton Cardenhas,Santos,Campeonato Brasileiro Série A,,1600000,71,71,8000,21,2000-02-29,193,84,SUB
Marcelinho Moraisco,Sport Club Corinthians Paulista,Campeonato Brasileiro Série A,,900000,71,71,16000,33,1988-02-29,190,84,LCB
Wiliam Santinho,Fluminense,Campeonato Brasileiro Série A,,1900000,71,74,10000,25,1996-02-29,195,91,SUB
Wagner Orsinho,Fluminense,Campeonato Brasileiro Série A,,2000000,71,71,10000,21,2000-02-29,176,69,SUB
Luisinho Conradi,Fortaleza,Campeonato Brasileiro Série A,,2000000,71,71,6000,21,2000-02-29,174,78,SUB
Edsinho Torres,Atlético Clube Goianiense,Campeonato Brasileiro Série A,,1900000,71,71,8000,25,1996-02-29,178,77,SUB
Germano Monico,Sport Club Corinthians Paulista,Campeonato Brasileiro Série A,,1200000,71,71,18000,33,1988-02-29,168,72,SUB
Daguinho Parrela,Internacional,Campeonato Brasileiro Série A,,1900000,71,71,15000,25,1996-02-29,185,81,SUB
Bernardo Motinho,Fortaleza,Campeonato Brasileiro Série A,,1600000,71,71,9000,29,1992-02-29,179,74,SUB
Alexandre Frandeira,Atlético Clube Goianiense,Campeonato Brasileiro Série A,,1900000,71,71,6000,21,2000-02-29,192,85,SUB
Dinei Peixo,Sport Club Corinthians Paulista,Campeonato Brasileiro Série A,,2100000,71,71,19000,25,1996-02-29,167,66,SUB
Pedrildo Rocha,Sport Club Corinthians Paulista,Campeonato Brasileiro Série A,,1800000,71,71,20000,29,1992-02-29,174,74,LM
Macarinho Louro,Bahia,Campeonato Brasileiro Série A,,2200000,71,71,8000,21,2000-02-29,175,70,LW
Jairão Zezé,Atlético Clube Goianiense,Campeonato Brasileiro Série A,,2200000,71,71,7000,21,2000-02-29,169,62,SUB
Jessé Ledeiro,RB Bragantino,Campeonato Brasileiro Série A,,2200000,71,71,8000,21,2000-02-29,174,73,SUB
Raphael Paneira,Grêmio,Campeonato Brasileiro Série A,,2200000,71,71,13000,21,2000-02-29,184,78,SUB
Gus Outomouro,Internacional,Campeonato Brasileiro Série A,,2100000,71,71,17000,25,1996-02-29,175,73,SUB
Paulão Junqueiras,Grêmio,Campeonato Brasileiro Série A,,2200000,71,71,15000,21,2000-02-29,193,96,SUB
Rafanilton Vilela,São Paulo,Campeonato Brasileiro Série A,,1200000,71,71,24000,33,1988-02-29,180,71,RS
Jesiel,Kawasaki Frontale,Japanese J. League Division 1,,2000000,71,73,8000,27,1994-03-05,186,84,RCB
Pepelu,Levante Unión Deportiva,Spain Primera Division,,4000000,71,82,13000,22,1998-08-11,186,73,RES
R. Manaj,Spezia,Italian Serie A,,3800000,71,78,62000,24,1997-02-24,182,76,SUB
M. Santos,Club Atlético Talleres,Argentina Primera División,,1900000,71,71,12000,28,1993-03-13,176,73,SUB
F. Selemani,KV Kortrijk,Belgian Jupiler Pro League,,2200000,71,72,10000,27,1993-11-17,182,65,LAM
Juninho,FC Midtjylland,Danish Superliga,,2400000,71,76,16000,26,1995-02-01,187,80,LCB
A. Hack,1. FSV Mainz 05,German 1. Bundesliga,,1900000,71,72,14000,27,1993-09-08,193,88,SUB
J. Gélin,Stade Rennais FC,French Ligue 1,,2700000,71,77,20000,24,1997-04-24,183,79,SUB
J. Elías,San Lorenzo de Almagro,Argentina Primera División,,2500000,71,74,9000,25,1996-04-25,175,69,SUB
João Carvalho,Nottingham Forest,English League Championship,,3000000,71,77,26000,24,1997-03-09,172,67,SUB
C. De Norre,Oud-Heverlee Leuven,Belgian Jupiler Pro League,,2600000,71,76,8000,24,1997-02-07,175,75,LM
J. Lucumí,América de Cali,Colombian Liga Postobón,,2200000,71,72,3000,26,1995-04-08,178,75,RM
Miguelón,RCD Espanyol de Barcelona,Spain Primera Division,,2400000,71,75,11000,25,1996-01-18,170,67,SUB
F. Aursnes,Feyenoord,Holland Eredivisie,,2400000,71,75,7000,25,1995-12-10,179,71,SUB
K. Rosenberry,Colorado Rapids,USA Major League Soccer,,1800000,71,71,5000,27,1993-12-11,173,73,SUB
B. Cáceres,Club Libertad,Paraguayan Primera División,,1500000,71,71,800,32,1989-07-01,177,79,SUB
R. Laryea,Toronto FC,USA Major League Soccer,,2100000,71,73,5000,26,1995-01-07,175,70,RB
D. Sallói,Sporting Kansas City,USA Major League Soccer,,2400000,71,73,6000,24,1996-07-19,185,68,LW
I. Šaponjić,Atlético de Madrid,Spain Primera Division,,3800000,71,78,27000,23,1997-08-02,190,88,SUB
R. Matarrita,FC Cincinnati,USA Major League Soccer,,2000000,71,72,5000,26,1994-07-09,175,70,LB
A. Bouzat,Vélez Sarsfield,Argentina Primera División,,2000000,71,71,11000,27,1994-03-28,169,72,SUB
F. Moufi,Portimonense SC,Portuguese Liga ZON SAGRES,,2600000,71,76,5000,25,1996-05-05,177,73,RB
Judson,San Jose Earthquakes,USA Major League Soccer,,1600000,71,71,6000,28,1993-05-25,170,71,LDM
Guilherme Parede,Club Atlético Talleres,Argentina Primera División,,2500000,71,74,10000,25,1995-09-19,176,74,SUB
M. Higashiguchi,Gamba Osaka,Japanese J. League Division 1,,210000,71,71,4000,35,1986-05-12,184,78,GK
Carlos Ponck,İstanbul Başakşehir FK,Turkish Süper Lig,,2300000,71,75,20000,26,1995-01-13,183,84,SUB
S. Sasaki,Sanfrecce Hiroshima,Japanese J. League Division 1,,1300000,71,71,7000,31,1989-10-02,176,70,LCB
N. Silva,Club Atlético Huracán,Argentina Primera División,,1600000,71,71,9000,31,1990-01-24,163,58,RW
E. Cobbaut,Parma,Italian Serie B,,2600000,71,76,15000,23,1997-11-21,188,83,LCB
F. Formiliano,Club Necaxa,Mexican Liga MX,,1900000,71,73,9000,28,1993-01-14,185,85,SUB
G. Acosta,Atlético Tucumán,Argentina Primera División,,1500000,71,71,8000,32,1988-10-30,185,84,LCM
J. Dasilva,Bristol City,English League Championship,,3600000,71,78,17000,23,1998-04-22,170,64,LB
Mateus,Nagoya Grampus,Japanese J. League Division 1,,2000000,71,71,5000,26,1994-09-11,167,69,RM
T. Morishima,Sanfrecce Hiroshima,Japanese J. League Division 1,,2900000,71,76,8000,24,1997-04-25,175,67,LF
I. Ugbo,KRC Genk,Belgian Jupiler Pro League,,3800000,71,78,10000,22,1998-09-21,185,73,RES
A. Hadžiahmetović,İttifak Holding Konyaspor,Turkish Süper Lig,,3500000,71,78,9000,24,1997-03-08,179,70,LDM
F. Troyansky,Club Atlas,Mexican Liga MX,,2900000,71,76,9000,24,1997-06-03,178,77,SUB
C. Itten,SpVgg Greuther Fürth,German 1. Bundesliga,,3000000,71,77,29000,24,1996-12-27,189,81,LS
R. Oshima,Kawasaki Frontale,Japanese J. League Division 1,,1900000,71,71,9000,28,1993-01-23,168,64,SUB
K. Mac Allister,Argentinos Juniors,Argentina Primera División,,4000000,71,80,7000,23,1997-11-07,175,72,RCB
Jon Bautista,CD Leganés,Spanish Segunda División,,2500000,71,74,19000,25,1995-07-03,180,72,SUB
M. Barbieri,Deportivo Toluca,Mexican Liga MX,,2000000,71,73,13000,27,1993-08-24,182,80,RCB
Felipe Vizeu,Yokohama FC,Japanese J. League Division 1,,2700000,71,75,11000,24,1997-03-12,184,82,RF
R. Gumny,FC Augsburg,German 1. Bundesliga,,4000000,71,79,12000,23,1998-06-04,182,71,RB
S. Grandsir,LA Galaxy,USA Major League Soccer,,2600000,71,74,5000,24,1996-08-14,170,65,RM
J. Angulo,Club Deportivo Guadalajara,Mexican Liga MX,,3000000,71,77,24000,24,1997-02-20,172,63,LM
B. Brereton Díaz,Blackburn Rovers,English League Championship,,4200000,71,79,25000,22,1999-04-18,188,75,LW
A. Lucoqui,1. FSV Mainz 05,German 1. Bundesliga,,2600000,71,76,12000,23,1997-07-06,180,79,SUB
E. Cömert,FC Basel 1893,Swiss Super League,,3900000,71,82,8000,23,1998-02-04,183,80,RCB
Ronaldo Vieira,U.C. Sampdoria,Italian Serie A,,4000000,71,79,10000,22,1998-07-19,178,70,RES
Nathael Silbeira,Grêmio,Campeonato Brasileiro Série A,,1500000,71,71,12000,25,1996-02-29,188,83,SUB
Eduardo Fonseira,Sport Club Corinthians Paulista,Campeonato Brasileiro Série A,,1600000,71,71,9000,21,2000-02-29,191,87,SUB
Jony Reitosa,Ceará Sporting Club,Campeonato Brasileiro Série A,,1600000,71,71,9000,29,1992-02-29,176,74,SUB
Rômulo Calsede,São Paulo,Campeonato Brasileiro Série A,,2200000,71,71,18000,21,2000-02-29,181,78,SUB
Lluís López,Real Zaragoza,Spanish Segunda División,,2700000,71,77,6000,24,1997-03-05,182,79,SUB
C. Styles,Barnsley,English League Championship,,4000000,71,80,17000,21,2000-03-27,170,60,LWB
A. Hohberg,Club Sporting Cristal,Peruvian Primera División,,1800000,71,71,850,29,1991-08-20,170,73,LM
D. Warmerdam,FC Utrecht,Holland Eredivisie,,2300000,71,74,9000,25,1995-09-02,180,66,LB
C. Eiting,KRC Genk,Belgian Jupiler Pro League,,3700000,71,78,9000,23,1998-02-11,178,72,RCM
M. Maolida,Hertha BSC,German 1. Bundesliga,,2900000,71,76,22000,22,1999-02-14,182,78,SUB
B. Dibassy,Minnesota United FC,USA Major League Soccer,,1300000,71,71,5000,31,1989-08-11,183,74,LCB
C. Songkrasin,Hokkaido Consadole Sapporo,Japanese J. League Division 1,,2000000,71,71,5000,27,1993-10-05,158,56,LF
T. Hübers,1. FC Köln,German 1. Bundesliga,,2400000,71,75,13000,24,1996-07-20,190,82,SUB
Jair Amador,Real Zaragoza,Spanish Segunda División,,1300000,71,71,7000,31,1989-08-21,191,80,LCB
A. Bernede,FC Red Bull Salzburg,Austrian Football Bundesliga,,3600000,71,78,13000,22,1999-05-26,177,74,LCM
L. Höler,Sport-Club Freiburg,German 1. Bundesliga,,2200000,71,72,18000,26,1994-07-10,184,83,RS
F. Jensen,FC Augsburg,German 1. Bundesliga,,2800000,71,76,14000,23,1997-09-09,183,78,CAM
Y. Shakhov,AEK Athens,Greek Super League,,1800000,71,71,850,30,1990-11-30,189,80,SUB
Jean,Club Cerro Porteño,Paraguayan Primera División,,2000000,71,75,500,25,1995-10-26,188,90,GK
L. Rosić,Moreirense FC,Portuguese Liga ZON SAGRES,,1900000,71,73,9000,28,1993-06-29,190,82,RCB
J. Esquivel,Fútbol Club Juárez,Mexican Liga MX,,2700000,71,77,6000,23,1998-01-07,179,74,RCM
F. Kadioglu,Fenerbahçe SK,Turkish Süper Lig,,4200000,71,81,20000,21,1999-10-07,174,68,LM
D. O'Shea,West Bromwich Albion,English League Championship,,3500000,71,78,21000,22,1999-03-04,188,74,SUB
R. Majecki,AS Monaco,French Ligue 1,,3200000,71,78,13000,21,1999-11-16,193,78,SUB
Domingos Quina,Fulham,English League Championship,,4200000,71,81,23000,21,1999-11-18,175,66,SUB
B. Özcan,İstanbul Başakşehir FK,Turkish Süper Lig,,4100000,71,79,19000,23,1998-02-15,178,72,LCM
J. Soñora,Club Atlético Banfield,Argentina Primera División,,2800000,71,76,9000,24,1996-09-15,174,73,RCM
T. Alarcón,Cádiz CF,Spain Primera Division,,4000000,71,80,14000,22,1999-01-19,174,68,SUB
S. Szymański,,,,,71,81,,22,1999-05-10,174,60,
Alex Pozo,Unión Deportiva Almería,Spanish Segunda División,,4000000,71,81,13000,22,1999-02-22,173,62,SUB
M. Gibbs-White,Sheffield United,English League Championship,,4200000,71,81,31000,21,2000-01-27,178,70,SUB
N. Ibáñez,Pachuca,Mexican Liga MX,,2200000,71,72,13000,26,1994-08-23,178,80,ST
Jean,Gil Vicente FC,Portuguese Liga ZON SAGRES,,2300000,71,75,7000,26,1994-09-26,183,80,SUB
Y. Valery,Southampton,English Premier League,,4000000,71,79,24000,22,1999-02-22,180,85,SUB
G. Maggiore,Spezia,Italian Serie A,,2700000,71,75,10000,23,1998-03-12,184,69,LCM
M. Olivera,Fútbol Club Juárez,Mexican Liga MX,,1600000,71,71,8000,29,1992-03-05,181,80,CB
P. Hamel,Clermont Foot 63,French Ligue 1,,2200000,71,72,14000,27,1994-02-03,189,76,SUB
Luis Muñoz,Málaga CF,Spanish Segunda División,,3700000,71,78,6000,24,1997-02-23,182,76,LCM
A. Chatzigiovanis,Panathinaikos FC,Greek Super League,,3000000,71,77,600,24,1997-05-31,175,62,RW
Z. Youssouf,AS Saint-Étienne,French Ligue 1,,3000000,71,77,14000,21,1999-07-11,182,81,SUB
J. Léa Siliki,Middlesbrough,English League Championship,,2700000,71,76,25000,25,1996-06-12,183,73,SUB
O. Zubkov,Ferencvárosi TC,Hungarian Nemzeti Bajnokság I,,2600000,71,74,700,24,1996-08-03,182,71,RAM
G. Weissbeck,FC Sochaux-Montbéliard,French Ligue 2,,3800000,71,78,5000,24,1997-01-17,177,70,CAM
